,Unnamed: 0.1,Unnamed: 0,sno,DATE,HEADLINE,TICKER,COMPANY NAME,SECTOR,SUBSECTOR,SERIES,DATE OF LISTING,PAID UP VALUE,MARKET LOT,ISIN NUMBER,FACE VALUE,negative_score,positive_score,neutral_score,compound_score,High,Low,Open,close,volume,adj close,avg High,avg low,avg open,avg close,avg volume,avg adj close,trend
1626,1626,1626,2811,01-06-2022,"Action Construction Equipment wins order for supply of 40 numbers Backhoe Loaders from Border Road Organisation, Ministry of Defence",ACE,Action Construction Equipment Limited,Engineering - Heavy,Engineering - Heavy,EQ,26-Sep-06,2,1,INE731H01025,2,0.0,0.231,0.769,0.6249,198.0,211.9499969,202.8999939,206.8000031,206.3968811,699744,232.9,238.6399963,227.6399994,234.1600006,233.7035492,345776.2,bullish
5595,5595,5595,8805,08-02-2023,"Graphite India reports #Q3 earnings

▶️Net profit down 59.8% at  ₹53 cr vs ₹132 cr (YoY)

▶️Revenue down 20% at  ₹701 cr vs ₹880 cr (YoY)

▶️EBITDA down 47.4% at  ₹72 cr vs ₹137 cr (YoY)

▶️EBITDA margin at 10.3% vs 15.6% (YoY)",GRAPHITE,Graphite India Limited,Electronics,Electronics,EQ,07-Feb-03,2,1,INE371A01025,2,0.0,0.065,0.935,0.4404,338.8999939,342.7000122,328.5499878,333.7000122,333.7000122,713234,411.6100037,415.4700073,402.6399963,406.5200012,406.5200012,413735.2,bearish
2554,2554,2554,4207,01-08-2022,Indiabulls Housing Finance hikes its lending rates by 25 basis points,HDFC,Housing Development Finance Corporation Limited,Finance,Finance,EQ,23-Oct-96,2,1,INE001A01036,2,0.0,0.0,1.0,0.0,2397.0,2397.0,2330.25,2383.75,2383.75,2297226,2791.22002,2816.41001,2773.12002,2802.72002,2802.72002,2797556.2,bearish
4409,4409,4409,7181,11-11-2022,"Graphite India reports Q2 earnings.
            
⭕️Net profit down 28.1% at Rs 92 cr Vs Rs 128 cr (YoY)    

⭕️Revenue up 19.2% at Rs 825 cr Vs Rs 692 cr (YoY)    

⭕️EBITDA down 6.4% at Rs 102 cr Vs Rs 109 cr (YoY)    

⭕️Margin at 12.4% Vs 15.7% (YoY)",GRAPHITE,Graphite India Limited,Electronics,Electronics,EQ,07-Feb-03,2,1,INE371A01025,2,0.0,0.058,0.942,0.4404,359.0499878,366.75,365.6499939,364.1000061,364.1000061,728894,431.2799988,438.3400024,426.9100037,431.3900024,431.3900024,514237.8,bullish
321,321,321,667,12-03-2022,RBI finally lifts curbs on new digital launches of HDFC Bank,BANKBARODA,Bank of Baroda,Banks - PSU,Banks - PSU,EQ,19-Feb-97,2,1,INE028A01039,2,0.0,0.0,1.0,0.0,101.8000031,104.6999969,103.5500031,104.4000015,101.3483124,40767554,118.8699997,122.3099991,116.4199982,119.1800003,115.6962753,73540832.2,bullish
871,871,871,1488,07-04-2022,"Tata Motors bags order for 1,300 commercial vehicles from VRL Logistics",TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-Jul-98,2,1,INE155A01022,2,0.0,0.0,1.0,0.0,456.5,459.1000061,449.7000122,449.5,449.5,19950241,535.3599976,542.75,530.8299988,537.0699951,537.0699951,25148151.6,bullish
4401,4401,4401,7167,10-11-2022,"Shree Renuka Sugars reports Q2 earnings.

⭕️Net loss of Rs 141.6 cr Vs loss of Rs 97.8 cr (YoY)

⭕️Revenue up 58.7% at Rs 2,187.6 cr Vs Rs 1,378.1 cr (YoY)",RAMANEWS,Shree Rama Newsprint Limited,Paper,Paper,EQ,20-Sep-06,10,1,INE278B01020,10,0.137,0.0,0.863,-0.5574,16.25,16.95000076,15.75,16.39999962,16.39999962,68669,19.15,19.63000011,18.80000019,19.11999989,19.11999989,47811.8,bearish
169,169,169,378,01-03-2022,"VIP IND. : Board Approves Rs 2.5 As Interim Dividend 

Record Date : 9 March",VIPCLOTHNG,VIP Clothing Limited,,,EQ,06-Aug-07,2,1,INE450G01024,2,0.0,0.402,0.598,0.7739,22.89999962,23.39999962,22.39999962,22.89999962,22.89999962,132384,27.2,27.75999985,26.05999985,27.01999969,27.01999969,538085.2,bullish
2163,2163,2163,3624,11-07-2022,"In order to promote growth of global trade with emphasis on exports from India & to support the increasing interest of global trading community in INR, it has been decided to put in place an additional arrangement for invoicing, payment & settlement of exports/imports in INR: RBI",IMPAL,India Motor Parts and Accessories Limited,Auto - 2 & 3 Wheelers,Auto - 2 & 3 Wheelers,EQ,07-Oct-05,10,1,INE547E01014,10,0.0,0.21,0.79,0.872,784.0,785.7000122,770.2999878,779.8499756,770.059021,1191,930.8700073,940.45,924.2199951,932.7399902,921.0295044,893.2,bearish
2687,2687,2687,4447,04-08-2022,"Manappuram Finance reports Q1 earnings.

▶️Net profit down 35.4% at Rs 282.1 cr Vs Rs 436.5 cr (YoY)

▶️NII down 6.9% at Rs 997.4 cr Vs Rs 1,071.6 cr (YoY)",MANAPPURAM,Manappuram Finance Limited,Finance,Finance,EQ,01-Dec-14,2,1,INE522D01027,2,0.0,0.091,0.909,0.4404,103.0,103.9000015,99.19999695,101.6500015,99.58688354,6423467,120.5,122.8400009,117.8800003,121.2800003,118.8184616,8232373.8,bullish
3365,3365,3365,5608,15-09-2022,"Ghogharpalli & its Dip Extension coal block has total reserves of 1,288 mt & an estimated per annum capacity of 20 mt",20MICRONS,20 Microns Limited,Miscellaneous,Miscellaneous,EQ,06-Oct-08,5,1,INE144J01027,5,0.132,0.0,0.868,-0.4404,111.4000015,112.5500031,105.5,109.4499969,109.4499969,231255,129.2800003,133.9899994,126.0599991,129.4600006,129.4600006,476880.0,bearish
1961,1961,1961,3366,29-06-2022,Allied Digital Services receives Lol for Solapur Smart City Project worth ₹49 crore,CUB,City Union Bank Limited,Miscellaneous,Miscellaneous,EQ,25-Aug-98,1,1,INE491A01021,1,0.0,0.425,0.575,0.7506,136.5,138.0500031,132.1999969,136.9499969,136.1087799,2911436,155.0800003,158.3799988,152.8599976,156.7799988,155.8169754,5132270.0,bearish
2476,2476,2476,4079,27-07-2022,"Aarti Drugs reports Q1 earnings.

▶️Net profit down 28.7% at Rs 34.8 cr Vs Rs 48.8 cr (YoY)

▶️Revenue up 7.2% at Rs 622 cr Vs Rs 580 cr (YoY)

▶️EBITDA down 15.7% at Rs 67.1 cr Vs Rs 79.6 cr (YoY)

▶️Margin at 10.8% Vs 13.7% (YoY)",AARTIDRUGS,Aarti Drugs Limited,Chemicals,Chemicals,EQ,19-Sep-03,10,1,INE767A01016,10,0.0,0.058,0.942,0.4404,416.7000122,422.2000122,402.5,419.2999878,418.2341309,64244,522.3799988,529.9000061,513.1700012,519.0399902,517.7206055,84350.0,bearish
1535,1535,1535,2681,28-05-2022,"Jindal Steel & Power will manufacture Rail Wheelset for Indian Railways at its Raigarh Steel plant in Chattisgarh

Rail Wheelset manufacturing plant will be started with an initial capacity of 25000 wheelsets per year.",IMFA,Indian Metals & Ferro Alloys Limited,Steel - Pig Iron,Steel - Pig Iron,EQ,23-Jul-10,10,1,INE919H01018,10,0.0,0.0,1.0,0.0,302.0,306.1499939,289.0499878,287.8500061,268.9471436,118038,401.5999939,412.0700012,376.4400024,387.3399963,361.9036987,235600.2,bullish
4522,4522,4522,7354,17-11-2022,HDFC Bank ADR down 4.61% in after-hours trade,BANKBARODA,Bank of Baroda,Banks - PSU,Banks - PSU,EQ,19-Feb-97,2,1,INE028A01039,2,0.0,0.0,1.0,0.0,162.8999939,164.8999939,161.6999969,163.6999969,163.6999969,15703511,197.4699982,199.4899994,194.2499969,196.2099976,196.2099976,32859354.4,bearish
5243,5243,5243,8339,18-01-2023,"Surya Roshni reports #Q3 #earnings 

▶️ Net profit at ₹89.7 cr vs ₹40.5 cr (YoY)

▶️ Revenue down 0.5% at ₹2,022 cr vs ₹2,030 cr (YoY)

▶️ EBITDA up 66.5% at ₹163 cr vs ₹98 cr (YoY)

▶️ EBITDA margin at 8% vs 4% (YoY)

#Q3FY23",SURYAROSNI,Surya Roshni Limited,Steel - Tubes & Pipes,Steel - Tubes & Pipes,EQ,10-May-95,10,1,INE335A01012,10,0.0,0.061,0.939,0.4404,589.8499756,616.9000244,602.1500244,606.4000244,603.427002,1191342,694.6400024,710.0200073,681.5300049,700.3300049,696.8964478,556203.8,bullish
73,73,73,142,21-02-2022,"India has significant disadvantages in semi-conducting manufacturing. Semi-conductor manufacturing is a specialized activity, says Mohammad Athar of @PwC_IN",IMPAL,India Motor Parts and Accessories Limited,Auto - 2 & 3 Wheelers,Auto - 2 & 3 Wheelers,EQ,07-Oct-05,10,1,INE547E01014,10,0.138,0.092,0.769,-0.2263,773.7000122,780.0,751.5499878,775.5499878,753.2910767,2690,925.4000122,933.3700073,915.2300049,924.6700073,898.1312378,2834.6,bearish
420,420,420,829,16-03-2022,"India closing in on deal with Russia to buy crude oil at ‘deep discounts’ 

#India #Russia #CrudeOil",IMPAL,India Motor Parts and Accessories Limited,Auto - 2 & 3 Wheelers,Auto - 2 & 3 Wheelers,EQ,07-Oct-05,10,1,INE547E01014,10,0.188,0.0,0.812,-0.5719,778.5999756,778.7999878,763.0999756,770.0999756,747.9974365,1839,929.35,932.3400146,916.7099976,924.7300049,898.1894897,1791.0,bullish
2641,2641,2641,4364,03-08-2022,"AU SFB Bank QIP launched

#QIP at Rs590.84 per share

Bank may give 5% discount to the floor price",BANKBARODA,Bank of Baroda,Banks - PSU,Banks - PSU,EQ,19-Feb-97,2,1,INE028A01039,2,0.0,0.179,0.821,0.4019,121.5,122.4000015,116.0999985,121.0500031,121.0500031,23838755,141.8800003,144.5600006,139.3099991,142.1500015,142.1500015,41167828.6,bearish
4104,4104,4104,6695,21-10-2022,"Reliance Jio posts 28% YoY rise in Q2 PAT at ₹4,518 cr, revenue climbs 20%",RCOM,Reliance Communications Limited,Shipping,Shipping,BE,06-Mar-06,5,1,INE330H01018,5,0.0,0.0,1.0,0.0,1.649999976,1.700000048,1.75,1.700000048,1.700000048,4741703,2.079999995,2.14000001,2.070000005,2.09000001,2.09000001,4414902.8,bullish
5331,5331,5331,8453,24-01-2023,"South Indian Bank reports Q3 earnings.

⭕️Net profit of Rs 102.8 cr Vs loss of Rs 50.3 cr (YoY)

⭕️NII up 44% at Rs 825.2 cr Vs Rs 572.9 cr (YoY)",BANKBARODA,Bank of Baroda,Banks - PSU,Banks - PSU,EQ,19-Feb-97,2,1,INE028A01039,2,0.067,0.085,0.848,0.1531,181.0,182.1000061,166.3500061,177.9499969,177.9499969,15302459,217.1100006,218.6800049,213.5700043,215.1600006,215.1600006,19808438.2,bearish
92,92,92,213,23-02-2022,New T+1 settlement rule kicks in from this week,NDTV,New Delhi Television Limited,Entertainment,Entertainment,BE,19-May-04,4,1,INE155G01029,4,0.0,0.0,1.0,0.0,153.3000031,160.0,135.0,149.6999969,149.6999969,185300,194.25,203.2,186.7600006,191.4100006,191.4100006,604159.4,bearish
1877,1877,1877,3279,22-06-2022,IRB Infra receives an arbitration award of Rs. 308 cr out of total claim of Rs. 419 cr as directed by the court,IRB,IRB Infrastructure Developers Limited,Construction & Contracting - Real Estate,Construction & Contracting - Real Estate,EQ,25-Feb-08,10,1,INE821I01014,10,0.0,0.137,0.863,0.5423,193.0,193.0,190.3500061,186.0500031,185.1579285,1255820,240.3900024,244.7699982,229.3099976,233.2800018,232.1614777,1149438.8,bullish
5270,5270,5270,8385,20-01-2023,"Tanla Platforms Q3 | #3QWithCNBCTV18

Net profit down 26.3% at Rs 116.5 cr vs Rs 158 cr (YoY)

Revenue down 1.7% at Rs 869.6 cr vs Rs 894.9 cr (YoY)

EBITDA down 25.4% at Rs 151.4 cr vs Rs 202.8 cr (YoY)

Margin at 17.4% vs 22.9% (YoY)",TANLA,Tanla Platforms Limited,Computers - Software Medium & Small,Computers - Software Medium & Small,EQ,05-Jan-07,1,1,INE483C01032,1,0.0,0.059,0.941,0.4404,707.2999878,709.0,658.4000244,698.0,698.0,126037,861.4900024,867.2700073,848.3799927,853.6499878,853.6499878,197465.0,bearish
1623,1623,1623,2808,01-06-2022,#JustIn | PNC Infra signs concession agreement with NHAI for project worth Rs 1575 cr,PNCINFRA,PNC Infratech Limited,,,EQ,26-May-15,2,1,INE195J01029,2,0.0,0.298,0.702,0.6249,243.5,263.8999939,249.6499939,254.1499939,253.6928864,995198,293.5299988,304.3899963,286.8499969,293.2099976,292.6826385,699040.0,bearish
3017,3017,3017,5054,22-08-2022,"NTPC’s 10 MW Gandhar Solar PV Project at Gandhar, Gujarat, declared commercial",SOLARINDS,Solar Industries India Limited,Electric Equipment,Electric Equipment,EQ,03-Apr-06,2,1,INE343H01029,2,0.0,0.0,1.0,0.0,3395.0,3448.850098,3369.149902,3420.0,3420.0,55064,3957.62998,4050.350049,3923.42998,3998.009912,3998.009912,85099.0,bearish
4554,4554,4554,7392,18-11-2022,Godrej  eyes  synergy across chemical biz,GODREJCP,Godrej Consumer Products Limited,FMCG,FMCG,EQ,20-Jun-01,1,1,INE102D01028,1,0.0,0.0,1.0,0.0,840.0,843.3499756,832.0,838.9000244,838.9000244,1352814,1005.720007,1014.290002,990.9699951,1007.240002,1007.240002,1493361.0,bullish
2948,2948,2948,4932,16-08-2022,Indoco Remedies to buy 26% stake in Kanakal Wind for Rs 86.4 lakh,INDOCO,Indoco Remedies Limited,Pharmaceuticals,Pharmaceuticals,EQ,14-Jan-05,2,1,INE873D01024,2,0.0,0.0,1.0,0.0,379.0,380.9500122,351.5,360.25,359.5104675,163368,464.3200012,466.9300049,452.6,455.7100037,454.7745117,98493.4,bearish
3779,3779,3779,6247,10-10-2022,"Tata Motors shares fall as JLR wholesale volumes disappoint, JPMorgan downgrades",TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-Jul-98,2,1,INE155A01022,2,0.194,0.158,0.647,-0.128,403.3999939,403.3999939,391.2999878,395.9500122,395.9500122,32914630,487.1799988,491.7599976,480.4299988,486.4700012,486.4700012,22080363.0,bearish
2534,2534,2534,4175,29-07-2022,"Mahindra Logistics reports Q1 earnings.
 
▶️Profit at Rs 13.64 cr Vs Rs 3.04 cr (YoY)

▶️Revenue up 35.9% at Rs 1,199.9 cr Vs Rs 883.2 cr (YoY)

▶️EBIDTA up 61.8% at Rs 65.7 cr Vs Rs 40.6 cr (YoY)                              

▶️Margin at 5.48% Vs 4.60% (YoY)",M&M,Mahindra & Mahindra Limited,Auto,Auto,EQ,03-Jan-96,5,1,INE101A01026,5,0.0,0.0,1.0,0.0,1158.800049,1184.199951,1184.25,1164.449951,1164.449951,2230572,1387.980005,1400.680005,1368.57002,1380.92998,1380.92998,2954185.2,bullish
3074,3074,3074,5152,26-08-2022,Essar signs $2.4 billion deal to sell #ports business to ArcelorMittal,ESSARSHPNG,Essar Shipping Limited,Shipping,Shipping,EQ,15-Nov-11,10,1,INE122M01019,10,0.0,0.0,1.0,0.0,7.050000191,7.099999905,7.949999809,7.0,7.0,114197,8.420000076,8.500000095,8.309999943,8.379999924,8.379999924,145707.8,bullish
5259,5259,5259,8368,19-01-2023,"#Vedanta to sell international zinc assets to #HindZinc for $2,981 m

Hind Zinc to make payment in a phased manner based on agreed milestones",HIRECT,Hind Rectifiers Limited,Electricals,Electricals,EQ,26-Dec-06,2,1,INE835D01023,2,0.0,0.16,0.84,0.4215,222.6000061,225.0,222.5,224.3999939,224.3999939,605,270.5199982,273.3599976,267.3100006,269.3399994,269.3399994,2178.8,bullish
494,494,494,947,21-03-2022,"KEC International an RPG Group Company, secures new orders of Rs. 1,005 cr across its various businesses",KEC,KEC International Limited,Power - Transmission & Equipment,Power - Transmission & Equipment,EQ,10-Mar-06,2,1,INE389H01022,2,0.0,0.126,0.874,0.3182,404.9500122,414.7999878,397.1499939,403.1000061,398.7421875,440290,489.0900024,497.1099915,478.1700073,482.8,477.5805542,384935.2,bearish
3994,3994,3994,6523,18-10-2022,"| KPI Green Energy reports Q2 earnings (Consolidated).

▶️Net profit up 72.7% at Rs 21.2 cr Vs Rs 12.3 cr (YoY)

▶️Revenue at Rs 159.8 cr Vs Rs 57.4 cr (YoY)

▶️EBITDA at Rs 52.8 cr Vs Rs 23.8 cr (YoY)

▶️Margin at 33% Vs 41.5% (YoY",ENERGYDEV,Energy Development Company Limited,Power,Power,EQ,02-Nov-07,10,1,INE306C01019,10,0.0,0.102,0.898,0.6124,17.25,18.10000038,17.54999924,18.04999924,18.04999924,149159,21.77999992,22.07000008,21.17999992,21.55,21.55,86333.2,bearish
1375,1375,1375,2394,18-05-2022,Axis Bank hikes MCLR across tenures by 35 bps,AXISBANK,Axis Bank Limited,Banks - Private,Banks - Private,EQ,16-Nov-98,2,1,INE238A01034,2,0.0,0.0,1.0,0.0,654.75,670.4000244,641.2000122,659.4500122,658.4477539,13013873,784.5200073,795.9000122,770.8700073,782.2600098,781.0710938,11492582.8,bearish
4792,4792,4792,7755,10-12-2022,"Marico arm, Marico South East Asia Corp, acquires Viatnamese company #BeautyX for Rs 172 cr",MARICO,Marico Limited,Personal Care,Personal Care,EQ,01-May-96,1,1,INE196A01026,1,0.0,0.0,1.0,0.0,514.0,526.0,525.0,523.75,523.75,2940138,606.6,614.0,603.4700012,610.3300049,610.3300049,1933930.0,bullish
4901,4901,4901,7880,16-12-2022,Reliance is biggest beneficiary to a sharp cut in #windfalltax on diesel & ATF,RCOM,Reliance Communications Limited,Shipping,Shipping,BE,06-Mar-06,5,1,INE330H01018,5,0.138,0.204,0.658,0.25,2.0,2.0,1.899999976,2.0,2.0,0,2.419999981,2.419999981,2.419999981,2.419999981,2.419999981,238038.6,bearish
2603,2603,2603,4296,02-08-2022,ITC : Co. Says Company has exited the Lifestyle Retailing Business.,ITC,ITC Limited,,,EQ,23-Aug-95,1,1,INE154A01025,1,0.0,0.0,1.0,0.0,310.0,316.6499939,303.6499939,309.9500122,305.1377563,38982557,365.55,369.0599976,363.2200073,366.1100037,360.4258057,20345849.8,bearish
1164,1164,1164,2026,04-05-2022,Indiabulls Housing in focus after Bombay HC quashes FIR against the company,BBTC,Bombay Burmah Trading Corporation Limited,Miscellaneous,Miscellaneous,EQ,03-Apr-96,2,1,INE050A01025,2,0.0,0.0,1.0,0.0,981.0,1047.699951,972.0,1001.900024,1000.579224,722035,1210.15,1276.259985,1175.930005,1221.550024,1219.939685,1073991.4,bullish
4528,4528,4528,7360,17-11-2022,"Tata Motors (@TataMotors)  bags #order for 1,000 buses from Haryana Roadways",TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-Jul-98,2,1,INE155A01022,2,0.0,0.0,1.0,0.0,422.0,427.5499878,421.1499939,423.1499939,423.1499939,15621809,511.6700012,517.6,506.1400085,512.25,512.25,19613629.2,bullish
1270,1270,1270,2234,11-05-2022,"Alembic Pharma receives final US FDA nod for Arformoterol Tartrate inhalation solution

Alert : Arformoterol Tartrate Inhalation Solution is used to treat breathing problems",ALEMBICLTD,Alembic Limited,Pharmaceuticals,Pharmaceuticals,EQ,22-Sep-99,2,1,INE426A01027,2,0.089,0.315,0.596,0.7003,70.80000305,71.5,65.5,68.84999847,67.22361755,196742,88.88000031,90.55,85.76999969,87.25,85.18897552,238268.8,bearish
2450,2450,2450,4062,27-07-2022,"Thangamayil Jewellery reports Q1 earnings.

▶️Net profit at Rs 19 cr vs loss of Rs 7 cr (YoY)

▶️Revenue at Rs 826.4 cr Vs Rs 250 cr (YoY)",THANGAMAYL,Thangamayil Jewellery Limited,Diamond Cutting & Jewellery & Precious Metals,Diamond Cutting & Jewellery & Precious Metals,EQ,19-Feb-10,10,1,INE085J01014,10,0.076,0.096,0.828,0.1531,1115.0,1175.0,1091.650024,1119.849976,1108.548706,68954,1326.35,1349.419971,1303.419995,1327.080005,1308.780981,16949.4,bearish
2275,2275,2275,3812,20-07-2022,Cineline India to sell Eternity Mall at Nagpur to Ramsons Holdings for ₹60 crore,CINELINE,Cineline India Limited,Entertainment,Entertainment,EQ,13-Jun-12,5,1,INE704H01022,5,0.0,0.0,1.0,0.0,136.0,138.0,135.0,134.4499969,134.4499969,188289,160.7699982,162.9099976,157.5100037,159.3499969,159.3499969,73711.4,bullish
4776,4776,4776,7731,08-12-2022,Greaves Cotton to unveil 5 new products across electric 2 & 3-wheelers at the Auto Expo 2023,GREAVESCOT,Greaves Cotton Limited,Engines,Engines,EQ,09-Sep-04,2,1,INE224A01026,2,0.0,0.0,1.0,0.0,141.4499969,145.0,138.25,142.6999969,142.6999969,1408627,176.2399963,178.5899994,173.3100037,174.3100006,174.3100006,1871646.0,bearish
2908,2908,2908,4854,12-08-2022,"Apollo Tyres reports Q1 earnings.

▶️Net profit up 49.3% at Rs 190.6 cr Vs Rs 127 cr (YoY)

▶️Revenue up 29.6% at Rs 5,942 cr Vs Rs 4,584.4 cr (YoY)

▶️EBITDA up 21.7% at Rs 689.8 cr Vs Rs 566.6 cr (YoY)

▶️Margin at 11.6% Vs 12.4% (YoY)",APOLLOHOSP,Apollo Hospitals Enterprise Limited,Medical,Medical,EQ,10-Jan-96,5,1,INE437A01024,5,0.0,0.058,0.942,0.4404,4350.049805,4394.799805,4206.899902,4312.75,4300.980957,1412625,5287.25,5375.759961,5223.25,5291.359961,5276.920508,747574.4,bullish
4764,4764,4764,7714,07-12-2022,CRISIL assigns ‘CRISIL AAA/Stable’ rating to infrastructure #bonds of @AxisBank,CRISIL,CRISIL Limited,Miscellaneous,Miscellaneous,EQ,28-Jun-95,1,1,INE007A01025,1,0.0,0.0,1.0,0.0,2847.100098,2853.75,2826.800049,2826.850098,2826.850098,86680,3495.17002,3509.98999,3440.940039,3458.580029,3458.580029,78054.2,bullish
618,618,618,1192,28-03-2022,"Tata Elxsi hits all-time high for second day; up 17.9% in last 2 sessions

Tata Elxsi Ltd   9015.35 Rs",TATAELXSI,Tata Elxsi Limited,Computers,Computers,EQ,17-Sep-03,10,1,INE670A01012,10,0.0,0.0,1.0,0.0,8465.0,9160.0,8500.0,9035.5,8989.711914,3109546,9259.8,9654.55,9106.590039,9537.790039,9489.456934,1234956.2,bearish
4937,4937,4937,7914,19-12-2022,"Market closes higher after slipping in last two sessions

Market regains Friday’s losses with Sensex & Nifty rising 1% each

Reliance, HDFC, ITC lift Nifty while IT majors (TCS & Infosys) drag",ITC,ITC Limited,,,EQ,23-Aug-95,1,1,INE154A01025,1,0.128,0.15,0.722,0.2023,336.7999878,342.3500061,336.75,340.5,335.2134094,7812801,410.1099976,412.9400024,406.1799988,409.7300049,403.3685669,11536995.6,bearish
2402,2402,2402,3971,25-07-2022,"Astec Lifesciences reports Q1 earnings.

▶️Net profit down 12.2% at Rs 11.4 cr Vs Rs 12.99 cr (YoY)

▶️Revenue up 43.2% at Rs 184.3 cr Vs Rs 128.7 cr (YoY)

▶️EBITDA up 3.2% at Rs 25.4 cr Vs Rs 24.6 cr (YoY)

▶️Margin at 13.8% Vs 19.1% (YoY)",ASTEC,Astec LifeSciences Limited,Agro,Agro,EQ,25-Nov-09,10,1,INE563J01010,10,0.0,0.058,0.942,0.4404,1922.0,1967.0,1768.699951,1934.900024,1934.900024,33670,2452.32998,2497.819971,2399.240015,2415.840039,2414.937207,45517.8,bearish
124,124,124,284,25-02-2022,Tata Motors recovers most of the losses seen yesterday,TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-Jul-98,2,1,INE155A01022,2,0.27,0.0,0.73,-0.4522,444.8500061,465.7000122,440.4500122,459.75,459.75,48876182,570.25,580.3999939,554.2800049,566.1100037,566.1100037,37974474.6,bearish
3227,3227,3227,5400,06-09-2022,"Indian Oil Corporation issues debentures worth Rs 2,500 cr on private placement basis. Funds raised will be used for refinancing of borrowing, funding capex",IMFA,Indian Metals & Ferro Alloys Limited,Steel - Pig Iron,Steel - Pig Iron,EQ,23-Jul-10,10,1,INE919H01018,10,0.0,0.076,0.924,0.2263,269.7000122,270.5,266.5,268.8500061,257.8460693,69820,323.3900024,329.8299988,319.2200012,324.0499939,310.7867493,97313.8,bullish
