,sno,DATE,HEADLINE,TICKER,COMPANY NAME,SECTOR,SUBSECTOR,SERIES,DATE OF LISTING,PAID UP VALUE,MARKET LOT,ISIN NUMBER,FACE VALUE
464,893,2022-03-19,An #earthquake with a magnitude of 4.2 on the #RichterScale hit #Afghanistan at 7:23 am today: National Center for Seismology,NATIONALUM,National Aluminium Company Limited,Aluminium,Aluminium,EQ,28-APR-1999,5,1,INE139A01034,5
465,895,2022-03-19,Japan PM expected to announce $42-bn investment plan in India visit: Report,IMPAL,India Motor Parts and Accessories Limited,Auto - 2 & 3 Wheelers,Auto - 2 & 3 Wheelers,EQ,07-OCT-2005,10,1,INE547E01014,10
466,896,2022-03-19,Japanese Prime Minister Fumio Kishida arrives in Delhi on a two-day visit.,PFOCUS,Prime Focus Limited,Finance - Investments,Finance - Investments,EQ,20-JUN-2006,1,1,INE367G01038,1
467,898,2022-03-19,"#India's foreign exchange reserves declined by $9.646 billion to $622.275 billion in the week ended March 11, the sharpest decline in nearly two years, as the #ReserveBank of India (#RBI) heavily sold #dollars to prevent the slide in the value of #rupee.",IMPAL,India Motor Parts and Accessories Limited,Auto - 2 & 3 Wheelers,Auto - 2 & 3 Wheelers,EQ,07-OCT-2005,10,1,INE547E01014,10
468,900,2022-03-19,"LG Electronics has suspended deliveries to Russia 

#UkraineRussiaCrisis #LG #Banned",LGBBROSLTD,LG Balakrishnan & Bros Limited,Auto Ancillaries,Auto Ancillaries,EQ,30-MAR-2010,10,1,INE337A01034,10
469,901,2022-03-19,"Japan's #Suzuki Motor plans to invest about $1.26 bn to produce #electricvehicles and batteries in India

Japanese media says that PM Fumio Kishida will make an announcement during his India visits. Japan plans to invest 5 tn yen over the next 5 yrs in India",IMPAL,India Motor Parts and Accessories Limited,Auto - 2 & 3 Wheelers,Auto - 2 & 3 Wheelers,EQ,07-OCT-2005,10,1,INE547E01014,10
470,903,2022-03-20,"Suzuki signs MoU with Gujarat Government for electrical vehicles and battery manufacturing in India

Suzuki Motor Gujarat to invest 150 billion yen or $1.26 bn in increasing production of electric vehicles, construction of battery manufacturing plant & a vehicle recycling unit",GAEL,Gujarat Ambuja Exports Limited,Edible Oils,Edible Oils,EQ,11-OCT-2000,1,1,INE036B01030,1
471,908,2022-03-20,"Diesel price for bulk users hiked ₹25 per litre; Pvt retailers stare closure


Power plant, chemical companies ,Defense, cement and other industries which buy in bulk it is for them. No effect for retailers",PFC,Power Finance Corporation Limited,Finance,Finance,EQ,23-FEB-2007,10,1,INE134E01011,10
472,910,2022-03-20,The beleaguered textile company was undergoing insolvency procedures,ANDHRSUGAR,The Andhra Sugars Limited,Miscellaneous,Miscellaneous,EQ,01-NOV-1995,2,1,INE715B01021,2
473,915,2022-03-21,"#India #Australia Virtual Summit to take place today

PM Narendra Modi to hold a virtual meeting with his Australian counterpart Scott Morrison",SUMMITSEC,Summit Securities Limited,Finance - Investments,Finance - Investments,EQ,28-JAN-2011,10,1,INE519C01017,10
474,917,2022-03-21,. @Maruti_Corp may launch an electric SUV in India in 2024. Company is working on launching an e-SUV in the 4 metre plus category,IMPAL,India Motor Parts and Accessories Limited,Auto - 2 & 3 Wheelers,Auto - 2 & 3 Wheelers,EQ,07-OCT-2005,10,1,INE547E01014,10
475,918,2022-03-21,Strides Pharma partners Medicines Patent Pool (MPP) to commercialise the generic version of Pfizer’s COVID-19 Oral Treatment across 95 markets,STAR,Strides Pharma Science Limited,Pharmaceuticals,Pharmaceuticals,EQ,02-FEB-2000,10,1,INE939A01011,10
476,919,2022-03-21,"Zydus Life gets prior approval supplement (PAS) approval from @US_FDA to market Mycophenolate Mofetil for Injection USP, 500 mg/vial. Mycophenolate Mofetil is indicated for use in combination with other drugs",ZYDUSWELL,Zydus Wellness Limited,Misc,Misc,EQ,13-NOV-2009,10,1,INE768C01010,10
477,920,2022-03-21,"Godrej Properties achieves sales of over ₹1,000 cr in FY22 for its township project Riverhills in Pune",GODREJCP,Godrej Consumer Products Limited,FMCG,FMCG,EQ,20-JUN-2001,1,1,INE102D01028,1
478,923,2022-03-21,"BSE : Ex Date Today For 2:1 bonus Issue 
Don't Panic  its just price adjustment
That's why price is down 65%",BSE,BSE Limited,,,EQ,03-FEB-2017,2,1,INE118H01025,2
479,924,2022-03-21,"Polyplex is a good fundamental share
I have been watching this share from long time and it doesn't fall much in bear market but rises very well.
Look for the dip if you are interested in buying. 

Disclaimer: 
Not a financial advice
Do your own research before investing",POLYPLEX,Polyplex Corporation Limited,Packaging,Packaging,EQ,11-APR-2003,10,1,INE633B01018,10
480,925,2022-03-21,L&T Technology Services aims to achieve carbon and water neutrality by 2030,L&TFH,L&T Finance Holdings Limited,Finance,Finance,EQ,12-AUG-2011,10,1,INE498L01015,10
481,926,2022-03-21,"Glenmark Pharma gets final approval by @US_FDA for its Lacosamide Tablets, used to prevent & control seizures",GLENMARK,Glenmark Pharmaceuticals Limited,Pharmaceuticals,Pharmaceuticals,EQ,07-FEB-2000,1,1,INE935A01035,1
482,927,2022-03-21,"Shriram Transport has a credit cost guidance of 2.6%. Company expects credit cost to get back to 2% next year. Also, company says may not meet AUM growth target given uncertainty",SHRIRAMCIT,Shriram City Union Finance Limited,,,EQ,04-APR-2005,10,1,INE722A01011,10
483,928,2022-03-21,"#MarketsWithETNOW | Sugar stocks rallying in trade today! Balrampur Chini up 7%, Dwarikesh Sugar gains more than 4%

#BalrampurChini #DwarikeshSugar #StocksToWatch #StockMarket",BALRAMCHIN,Balrampur Chini Mills Limited,Sugar,Sugar,EQ,08-FEB-1995,1,1,INE119A01028,1
484,929,2022-03-21,Adani Green Energy raises $288 million for its under-construction renewable asset portfolio.,ENERGYDEV,Energy Development Company Limited,Power,Power,EQ,02-NOV-2007,10,1,INE306C01019,10
485,930,2022-03-21,Asian Granito India (AGL) lines up mega expansion plan to set up multiple state-of-the art manufacturing units in luxury surfaces & bathware segments,AHLEAST,Asian Hotels (East) Limited,Paints & Varnishes,Paints & Varnishes,BE,11-AUG-2010,10,1,INE926K01017,10
486,932,2022-03-21,Titan sees a sharp surge; now near 2% off day's low,TITAN,Titan Company Limited,Misc,Misc,EQ,24-SEP-2004,1,1,INE280A01028,1
487,934,2022-03-21,"Margin in Q4FY22 will be slightly lower than Q3FY22, says Seshagiri Rao of @jswsteel. Also, he believes Steel supply shocks could be only a temporary phenomena, incremental demand in FY22 is higher by nearly 12-13 mt",SAIL,Steel Authority of India Limited,Steel,Steel,EQ,06-JUL-1995,10,1,INE114A01011,10
488,935,2022-03-21,Alembic Pharma gets final US FDA nod for Lacosamide Tablets USP,ALEMBICLTD,Alembic Limited,Pharmaceuticals,Pharmaceuticals,EQ,22-SEP-1999,2,1,INE426A01027,2
489,936,2022-03-21,Vedanta jumps as analysts call plan to pare parent's debt via dividend payouts a positive.,VEDL,Vedanta Limited,Mining & Minerals,Mining & Minerals,EQ,13-MAY-1998,1,1,INE205A01025,1
490,938,2022-03-21,Government will soon announce the names of the bid winners for #PLI scheme for Advanced Chemistry Cell (ACC) battery storage.,ADVENZYMES,Advanced Enzyme Technologies Limited,Pharmaceuticals,Pharmaceuticals,EQ,01-AUG-2016,2,1,INE837H01020,2
491,939,2022-03-21,"Shares of Dodla Dairy rose 20% in intraday trade, the biggest intraday gain since the stock's debut on the bourses. 

On Saturday, Dodla Dairy announced the acquisition of Sri Krishna Milks Pvt for Rs 50 crore. ICICI Securities expected the acquisition to strength Dodla's presence in North Karnataka, Goa and South Maharashtra",GOACARBON,Goa Carbon Limited,Chemicals,Chemicals,EQ,05-JUN-2007,10,1,INE426D01013,10
492,944,2022-03-21,"Shankara Building: APL Apollo Mart buys 4.38% of stake at Rs 755/sh from Sukumar Srinivas, promoter of co",APLAPOLLO,APL Apollo Tubes Limited,Engineering - Heavy,Engineering - Heavy,EQ,14-DEC-2011,2,1,INE702C01027,2
493,945,2022-03-21,"Shankara Building: Received a proposal from APL Apollo Mart for subscription to pref issue of 14 lk share warrants.

APL Apollo Mart has offered a price of Rs 750 per warrant.

The board of Shankara Building will meet on March 24 to consider this",ANDHRSUGAR,The Andhra Sugars Limited,Miscellaneous,Miscellaneous,EQ,01-NOV-1995,2,1,INE715B01021,2
494,947,2022-03-21,"KEC International an RPG Group Company, secures new orders of Rs. 1,005 cr across its various businesses",KEC,KEC International Limited,Power - Transmission & Equipment,Power - Transmission & Equipment,EQ,10-MAR-2006,2,1,INE389H01022,2
495,949,2022-03-21,"India is in final talks to begin wheat exports to Egypt, the biggest importer, while negotiations are also going on with countries such as China and Turkey.",IMPAL,India Motor Parts and Accessories Limited,Auto - 2 & 3 Wheelers,Auto - 2 & 3 Wheelers,EQ,07-OCT-2005,10,1,INE547E01014,10
496,950,2022-03-21,Coal buyers in India are paying 300% premiums to secure fuel (Agencies),COALINDIA,Coal India Limited,Mining,Mining,EQ,04-NOV-2010,10,1,INE522F01014,10
497,951,2022-03-21,"RBI GOVERNOR ADDRESSES INDIA INC AT 4:30 PM

@RBI Governor Shaktikanta Das will address the CII National Council.",NATIONALUM,National Aluminium Company Limited,Aluminium,Aluminium,EQ,28-APR-1999,5,1,INE139A01034,5
498,952,2022-03-21,"Metal stocks rise tracking higher prices, Hindalco, Nalco & Vedanta top gainers


#MarketAtClose | ONGC amongst top nifty gainers as crude sees a sharp rise in last two sessions

Petronet LNG, Gail, IGL, Indigo, torrent pharma are top midcap losers

Delta, Aurobindo, Oil India & strides are top midcap gainers",IMPAL,India Motor Parts and Accessories Limited,Auto - 2 & 3 Wheelers,Auto - 2 & 3 Wheelers,EQ,07-OCT-2005,10,1,INE547E01014,10
499,953,2022-03-21,"Thermax wins new order worth Rs 1,176 crore for sulphur recovery unit; with this #Thermax will most likely end FY22 with an order backlog of Rs 8,000 crore",THERMAX,Thermax Limited,Infrastructure - General,Infrastructure - General,EQ,30-AUG-1995,2,1,INE152A01029,2
500,955,2022-03-21,"The second clarification has to do with calculation of this cost of acquisition. Specifically, whether infrastructure costs incurred in mining cryptocurrencies are to be treated as cost of acquisition, and, therefore permissible for deductions. Such infrastructure costs will not be treated as the cost of acquisition but as capital expenditure, the Finance Ministry said in its response in Lok Sabha",ANDHRSUGAR,The Andhra Sugars Limited,Miscellaneous,Miscellaneous,EQ,01-NOV-1995,2,1,INE715B01021,2
501,958,2022-03-21,"India-Australia virtual summit paves the way for Australian investments to the tune of 1500 crores into India and an agreement on critical minerals, especially lithium .",IMPAL,India Motor Parts and Accessories Limited,Auto - 2 & 3 Wheelers,Auto - 2 & 3 Wheelers,EQ,07-OCT-2005,10,1,INE547E01014,10
502,961,2022-03-21,Wipro to consider interim dividend on 25 March.,WIPRO,Wipro Limited,Computers - Software,Computers - Software,EQ,08-NOV-1995,2,1,INE075A01022,2
503,964,2022-03-21,Equitas Holdings: Shareholders to get arm's 231 shares for 100 shares held,EQUITAS,Equitas Holdings Limited,Finance - General,Finance - General,EQ,21-APR-2016,10,1,INE988K01017,10
504,965,2022-03-21,Bank of India invests Rs 108.81 Cr in National Asset Reconstruction Company Limited (NARCL),BANKBARODA,Bank of Baroda,Banks - PSU,Banks - PSU,EQ,19-FEB-1997,2,1,INE028A01039,2
505,970,2022-03-22,Sun Pharma to acquire 11.28% stake in Zenotech Laboratories for Rs 5.32 cr,SPARC,Sun Pharma Advanced Research Company Limited,Misc,Misc,EQ,18-JUL-2007,1,1,INE232I01014,1
506,971,2022-03-22,"#CNBCTV18Market | Bandhan Bank in focus. 
Macquarie says Assam’s MFI relief scheme outlay being reduced to ₹2,500 cr from ₹7,500 cr, will reduce recoverability of Assam portfolio significantly",BANKBARODA,Bank of Baroda,Banks - PSU,Banks - PSU,EQ,19-FEB-1997,2,1,INE028A01039,2
507,974,2022-03-22,"Co's revenue guidance of 20% is for over a period of 5 years, FY22 could see 31-32% revenue growth or even higher, says Joseph Anantharaju  of Happiest Minds Tech",TECHM,Tech Mahindra Limited,Computers,Computers,EQ,28-AUG-2006,5,1,INE669C01036,5
508,975,2022-03-22,"Indoco Remedies gets final approval from @US_FDA for Lacosamide Tablets, indicated for the prevention and 
 control of seizures",INDOCO,Indoco Remedies Limited,Pharmaceuticals,Pharmaceuticals,EQ,14-JAN-2005,2,1,INE873D01024,2
509,976,2022-03-22,#JustIN  | Jubilant Food to acquire remaining 10% stake in Jubilant Golden Harvest,JUBLFOOD,Jubilant Foodworks Limited,Pharmaceuticals,Pharmaceuticals,EQ,08-FEB-2010,2,1,INE797F01020,2
510,977,2022-03-22,"Just In | Tata Motors to increase prices of its commercial vehicles from 1st April 2022 by 2%-2.5%

#TataMotors #CommercialVehicles #Automobile #PriceHike",JUSTDIAL,Just Dial Limited,Miscellaneous,Miscellaneous,EQ,05-JUN-2013,10,1,INE599M01018,10
511,979,2022-03-22,Selan Exploration shares jump 23% in 2 days as Antelopus Energy buys stake,ENERGYDEV,Energy Development Company Limited,Power,Power,EQ,02-NOV-2007,10,1,INE306C01019,10
512,980,2022-03-22,"Highlights from trade:

Shankara Building Products snaps 9-day winning run

Fitch slashes FY23 India growth forecast to 8.5%

Bitcoin, Ethereum, XRP, Shiba Inu gain up to 7%

YES Bank in talks with Brookfield, BlackRock to sell stake via QIP

Paytm hits fresh low, trades 75% below IPO price",BANKBARODA,Bank of Baroda,Banks - PSU,Banks - PSU,EQ,19-FEB-1997,2,1,INE028A01039,2
513,981,2022-03-22,Zee falls as HC Bombay allows NCLT to hear Invesco plea,BBTC,Bombay Burmah Trading Corporation Limited,Miscellaneous,Miscellaneous,EQ,03-APR-1996,2,1,INE050A01025,2
514,985,2022-03-22,"DRHP Approved by SEBI

1. Sresta Natural Bioproducts Ltd
2. Maini Precision Products Limited 
3. Campus Activewear Limited",PRECAM,Precision Camshafts Limited,,,EQ,08-FEB-2016,10,1,INE484I01029,10
515,986,2022-03-22,"Reliance Jio to raise Rs 5,700 crore ahead of 5G spectrum sale",RCOM,Reliance Communications Limited,Shipping,Shipping,BE,06-MAR-2006,5,1,INE330H01018,5
516,987,2022-03-22,"#Cabinet approves MSP of raw jute for 2022-23, at Rs 4750/quintal with an increase of Rs 250 over previous year.",MSPL,MSP Steel & Power Limited,Steel,Steel,EQ,18-JUL-2005,10,1,INE752G01015,10
517,988,2022-03-22,Sundaram Clayton announces interim dividend of Rs 44/share,SUNCLAYLTD,Sundaram Clayton Limited,Finance - General,Finance - General,EQ,23-OCT-2012,5,1,INE105A01035,5
518,990,2022-03-22,ITC crosses 250 mark; up over 2% in trade today. Stock is trading at 5-month high,ITC,ITC Limited,,,EQ,23-AUG-1995,1,1,INE154A01025,1
519,991,2022-03-22,"#MarketAtClose | Market makes a smart recovery intra-day led by Reliance & financials

RIL, INFY, TCS & ICICI together contribute nearly 60% to Nifty’s 198-point moves

Oil marketing cos rise on fuel price hike, IOC & BPCL up 2-3% each",ICICIBANK,ICICI Bank Limited,Miscellaneous,Miscellaneous,EQ,17-SEP-1997,2,1,INE090A01021,2
520,993,2022-03-22,Brigade Enterprises to develop #Residential project in Devanahalli,BRIGADE,Brigade Enterprises Limited,Construction & Contracting - Real Estate,Construction & Contracting - Real Estate,EQ,31-DEC-2007,10,1,INE791I01019,10
521,995,2022-03-22,"Tata Coffee: Chacko Thomas reappointed Managing Director, Chief Executive Officer for 3 years

K Venkataramanan re-appointed as ED, CFO for 1 year",THOMASCOOK,Thomas Cook  (India)  Limited,Textiles - Synthetic & Silk,Textiles - Synthetic & Silk,EQ,07-JUN-2000,1,1,INE332A01027,1
522,997,2022-03-22,"Indiabulls Hsg Fin: Board approves raising up to Rs 50,000 cr through NCDs and/or bonds on a private placement basis",IBREALEST,Indiabulls Real Estate Limited,Construction & Contracting - Real Estate,Construction & Contracting - Real Estate,EQ,23-MAR-2007,2,1,INE069I01010,2
523,998,2022-03-22,#JustIn | Promoter Nehal Abhay Vakil ups stake in Asian Paints to 1.32% stake,AHLEAST,Asian Hotels (East) Limited,Paints & Varnishes,Paints & Varnishes,BE,11-AUG-2010,10,1,INE926K01017,10
524,999,2022-03-22,#Toll collection points that fall within 60 km of another toll booth will be closed in the next 3 months: Transport Minister Nitin Gadkari in Lok Sabha,NITINSPIN,Nitin Spinners Limited,Textiles - Spinning - Cotton Blended,Textiles - Spinning - Cotton Blended,EQ,02-FEB-2006,10,1,INE229H01012,10
525,1001,2022-03-22,IRB Infra Feb gross toll revenue up 17% at Rs 277 cr YoY,IRB,IRB Infrastructure Developers Limited,Construction & Contracting - Real Estate,Construction & Contracting - Real Estate,EQ,25-FEB-2008,10,1,INE821I01014,10
526,1002,2022-03-22,"HCL Technologies and NEORIS Sign Agreement for Integrated IT Services.

Companies will offer capabilities in global markets & countries, like Mexico",HCL-INSYS,HCL Infosystems Limited,Computers,Computers,EQ,01-JAN-1997,2,1,INE236A01020,2
527,1006,2022-03-22,"GPUIL (GMR Power and Urban Infra Limited) equity shares to commence trade
stock exchanges from March 23",PFC,Power Finance Corporation Limited,Finance,Finance,EQ,23-FEB-2007,10,1,INE134E01011,10
528,1007,2022-03-22,Indian Hotels: QIP Committee of board to meet on March 25 to approve issue price,IMFA,Indian Metals & Ferro Alloys Limited,Steel - Pig Iron,Steel - Pig Iron,EQ,23-JUL-2010,10,1,INE919H01018,10
529,1009,2022-03-22,"Indian Oil Corp to raise petrol and diesel prices by Rs 0.80 a litre from Wednesday (From Agencies)
@IndianOilcl",IMFA,Indian Metals & Ferro Alloys Limited,Steel - Pig Iron,Steel - Pig Iron,EQ,23-JUL-2010,10,1,INE919H01018,10
530,1013,2022-03-23,From Bloomberg | Aurobindo Pharma to close its unit in #NewJersey,AUROPHARMA,Aurobindo Pharma Limited,Pharmaceuticals,Pharmaceuticals,EQ,19-JUL-2000,1,1,INE406A01037,1
531,1015,2022-03-23,"Shapoorji Pallonji’s debt repayment plan includes Rs 4,000 crore loan from HDFC",HDFCBANK,HDFC Bank Limited,Banks - Private,Banks - Private,EQ,08-NOV-1995,1,1,INE040A01034,1
532,1016,2022-03-23,"India achieves highest ever target of $400 bn in exports, Prime Minister",IMPAL,India Motor Parts and Accessories Limited,Auto - 2 & 3 Wheelers,Auto - 2 & 3 Wheelers,EQ,07-OCT-2005,10,1,INE547E01014,10
